ID,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,property_value,income,Credit_Score,LTV,dtir1,loan_type,loan_purpose,Credit_Worthiness,age,Region,occupancy_type,business_or_commercial,Status
33318,366500,3.25,0.5362,0,360,388000,NULL,707,94.45876289,NULL,type2,p4,l1,25-34,North,pr,b/c,0
33319,596500,4.25,0.6753,1250,360,638000,8580,514,93.49529781,33,type1,p1,l1,<25,North,pr,nob/c,0
33320,386500,3.5,0.4931,6062.5,180,658000,6300,776,58.73860182,42,type1,p3,l1,45-54,south,pr,nob/c,0
33321,616500,NULL,NULL,NULL,360,828000,8160,519,74.45652174,42,type1,p4,l1,55-64,south,pr,nob/c,1
33322,206500,3.69,0.0685,802.6,360,1058000,8580,612,19.51795841,31,type1,p3,l1,65-74,North,pr,nob/c,0
33323,326500,3.875,0.3819,5466.68,360,558000,4500,674,58.5125448,31,type1,p4,l1,55-64,North,pr,nob/c,0
33324,286500,3.5,-0.0649,2900,360,418000,7140,790,68.54066986,28,type1,p4,l1,35-44,south,pr,nob/c,0
33325,286500,4.99,0.8001,0,360,388000,7320,791,73.84020619,34,type1,p3,l2,45-54,North,pr,nob/c,0
33326,406500,3.625,0.2076,4527.5,300,538000,11400,515,75.55762082,20,type1,p3,l1,35-44,North,pr,nob/c,0
33327,336500,NULL,NULL,NULL,360,428000,4560,671,78.62149533,41,type1,p3,l1,45-54,North-East,pr,nob/c,1
33328,396500,4.375,0.6045,0,360,468000,10620,775,84.72222222,37,type1,p4,l1,45-54,central,pr,nob/c,0
33329,176500,NULL,NULL,NULL,360,NULL,5160,675,NULL,NULL,type1,p1,l1,55-64,North,pr,nob/c,1
33330,356500,NULL,NULL,NULL,360,NULL,4440,561,NULL,NULL,type1,p1,l2,65-74,south,pr,nob/c,1
33331,436500,4.25,0.4397,2786.88,360,488000,14460,668,89.44672131,32,type1,p1,l1,35-44,central,sr,nob/c,0
33332,156500,4.99,1.0502,1881.56,360,208000,2100,782,75.24038462,37,type2,p3,l1,65-74,south,pr,b/c,0
33333,276500,NULL,NULL,NULL,360,368000,4380,526,75.13586957,40,type1,p3,l1,35-44,south,pr,nob/c,1
33334,156500,3.25,0.0012,5241.38,360,208000,1440,693,75.24038462,53,type3,p3,l1,>74,North,pr,nob/c,0
33335,586500,3.49,-0.2169,5840.31,360,978000,NULL,825,59.96932515,NULL,type3,p4,l1,65-74,south,pr,nob/c,0
33336,336500,4,-0.0964,0,360,578000,9120,594,58.21799308,20,type1,p4,l1,55-64,North,pr,nob/c,0
33337,266500,NULL,NULL,NULL,360,318000,1260,506,83.80503145,20,type1,p3,l1,25-34,south,pr,nob/c,1
33338,666500,3.99,0.4836,467.8,360,838000,14400,597,79.53460621,38,type1,p1,l1,55-64,North,pr,nob/c,0
33339,316500,3.99,1.3625,0,360,368000,NULL,882,86.00543478,NULL,type2,p4,l1,25-34,North,pr,b/c,0
33340,456500,3.99,0.0785,13886.25,360,618000,5580,571,73.86731392,49,type1,p4,l1,55-64,North,pr,nob/c,0
33341,386500,4.99,0.6433,1150,360,558000,8820,892,69.26523297,39,type1,p3,l1,55-64,south,pr,nob/c,0
33342,146500,4.25,1.0081,1674.55,360,158000,3720,855,92.72151899,23,type1,p1,l1,<25,North,pr,nob/c,0
33343,216500,3.99,0.5155,5630,360,318000,3840,756,68.08176101,31,type1,p3,l1,55-64,central,pr,nob/c,0
33344,236500,3.875,0.78,1999.04,240,408000,7920,613,57.96568627,13,type1,p3,l1,55-64,south,pr,nob/c,0
33345,246500,4.625,0.9712,3572.31,360,358000,4200,700,68.8547486,36,type1,p3,l1,55-64,North,pr,nob/c,0
33346,226500,4.5,0.3212,795,180,588000,10920,768,38.52040816,26,type1,p2,l1,65-74,North,pr,nob/c,0
33347,486500,NULL,NULL,NULL,360,888000,5400,552,54.78603604,35,type1,p3,l1,65-74,central,pr,nob/c,1
33348,236500,3.99,0.9575,0,360,278000,NULL,659,85.07194245,NULL,type2,p4,l1,25-34,North,pr,b/c,0
33349,326500,NULL,NULL,NULL,180,NULL,8880,808,NULL,NULL,type1,p1,l1,55-64,south,pr,nob/c,1
33350,296500,3.75,0.1446,3456.5,360,578000,3960,603,51.29757785,37,type1,p4,l1,65-74,south,pr,nob/c,0
33351,406500,NULL,NULL,NULL,360,748000,23880,654,54.34491979,38,type1,p4,l1,45-54,North-East,ir,nob/c,1
33352,816500,3.25,-0.3224,0,360,1338000,NULL,861,61.02391629,NULL,type3,p4,l1,35-44,North,pr,nob/c,0
33353,666500,3.625,0.0829,3206.78,360,1448000,16560,622,46.02900552,20,type1,p4,l1,45-54,North,pr,nob/c,0
33354,306500,3.375,0.4572,2951.93,360,308000,7140,874,99.51298701,40,type2,p1,l1,35-44,south,pr,b/c,0
33355,516500,NULL,NULL,NULL,360,688000,7620,629,75.07267442,30,type1,p4,l1,45-54,south,pr,nob/c,1
33356,256500,3.75,0.235,5015,360,428000,4380,653,59.92990654,32,type1,p3,l1,35-44,North,pr,nob/c,0
33357,196500,4.875,0.976,NULL,360,348000,9900,520,56.46551724,28,type1,p3,l1,45-54,south,pr,nob/c,0
33358,326500,3.99,0.5396,8666,360,418000,11640,782,78.11004785,24,type1,p3,l1,45-54,North,pr,nob/c,0
33359,196500,3.99,0.9514,3713.8,360,208000,4260,649,94.47115385,32,type1,p1,l1,25-34,North,pr,nob/c,0
33360,866500,3.75,0.1641,2166.63,360,1508000,20700,893,57.4602122,16,type1,p4,l1,35-44,North,pr,nob/c,0
33361,276500,3.875,0.6227,4725.26,360,308000,4920,870,89.77272727,25,type1,p4,l1,35-44,south,pr,nob/c,0
33362,106500,4.625,1.4009,2194,360,118000,4140,607,90.25423729,48,type1,p1,l1,65-74,North,sr,nob/c,0
33363,366500,3.99,0.3249,7672.5,360,498000,6600,895,73.59437751,35,type1,p3,l1,35-44,south,pr,nob/c,0
33364,156500,4.5,1.2634,3562.5,180,778000,2520,784,20.11568123,49,type1,p2,l1,45-54,North,ir,nob/c,0
33365,296500,3.75,0.62,3062.5,240,508000,9540,852,58.36614173,31,type1,p3,l1,45-54,central,pr,nob/c,0
33366,396500,4.25,0.1863,7096.05,360,508000,4620,689,78.0511811,48,type1,p4,l1,35-44,south,pr,nob/c,0
33367,416500,NULL,NULL,NULL,360,518000,4260,895,80.40540541,47,type1,p1,l1,55-64,south,pr,nob/c,1
33368,166500,4.56,1.0227,598,360,258000,3060,890,64.53488372,47,type1,p1,l1,65-74,North,pr,nob/c,0
33369,466500,3.625,0.0741,6627.21,360,518000,11700,896,90.05791506,22,type1,p1,l1,45-54,south,pr,nob/c,0
33370,506500,NULL,NULL,NULL,360,NULL,10200,696,NULL,NULL,type1,p4,l1,35-44,south,pr,nob/c,1
33371,286500,3.99,0.4092,2646.5,324,458000,6360,771,62.55458515,37,type1,p4,l1,55-64,south,pr,nob/c,0
33372,546500,3.49,-0.0894,421.45,360,558000,NULL,594,97.9390681,NULL,type3,p4,l1,55-64,south,pr,nob/c,0
33373,266500,3.99,-0.1168,NULL,360,358000,4440,779,74.44134078,39,type1,p4,l1,35-44,south,pr,nob/c,0
33374,156500,4.125,0.5102,4095,360,618000,4680,782,25.3236246,27,type1,p3,l1,35-44,south,pr,nob/c,0
33375,286500,4.5,0.2402,1150,360,508000,8580,791,56.3976378,28,type1,p3,l1,45-54,North,pr,nob/c,0
33376,726500,NULL,NULL,NULL,360,NULL,15240,782,NULL,NULL,type1,p4,l1,45-54,North,pr,nob/c,1
33377,186500,4.75,0.8713,3704.6,360,328000,4200,775,56.8597561,37,type1,p3,l1,35-44,North,pr,nob/c,0
33378,266500,NULL,NULL,NULL,360,278000,14100,834,95.86330935,30,type2,p1,l1,35-44,south,pr,b/c,1
33379,196500,3.625,0.1607,5611.75,180,258000,5580,698,76.1627907,30,type1,p4,l1,>74,south,pr,nob/c,0
33380,166500,NULL,NULL,NULL,180,208000,7200,578,80.04807692,23,type1,p3,l1,55-64,North,pr,nob/c,1
33381,316500,3.25,-0.5222,0,360,358000,NULL,770,88.40782123,NULL,type3,p4,l1,>74,south,pr,nob/c,0
33382,116500,4.875,0.3816,2679.34,360,198000,2880,505,58.83838384,27,type1,p4,l1,55-64,North,pr,nob/c,0
33383,226500,3.99,0.8959,3788,228,338000,7740,673,67.01183432,32,type1,p4,l1,45-54,south,pr,nob/c,0
33384,276500,3.99,-0.0157,2474,360,348000,9540,788,79.45402299,22,type1,p4,l1,65-74,south,pr,nob/c,0
33385,686500,NULL,NULL,NULL,360,928000,NULL,568,73.9762931,NULL,type3,p4,l2,>74,North,pr,nob/c,1
33386,356500,3.99,0.4595,3598,360,538000,12900,851,66.26394052,25,type1,p4,l1,45-54,south,ir,nob/c,0
33387,106500,4.125,0.6894,3375,360,308000,3360,712,34.57792208,15,type1,p3,l1,55-64,North,pr,nob/c,0
33388,106500,NULL,NULL,NULL,300,148000,1980,637,71.95945946,54,type2,p3,l2,25-34,North,pr,b/c,1
33389,236500,4.75,0.4588,3857.72,360,398000,3360,842,59.42211055,40,type1,p3,l1,45-54,North,pr,nob/c,0
33390,236500,NULL,NULL,NULL,180,908000,9000,688,26.04625551,30,type1,p3,l1,45-54,south,pr,nob/c,1
33391,226500,4.875,1.0379,1250,360,238000,10860,668,95.16806723,18,type1,p1,l1,45-54,North,pr,nob/c,0
33392,286500,3.25,0.4011,7714.43,360,318000,5820,700,90.09433962,44,type2,p1,l1,35-44,south,pr,b/c,0
33393,446500,NULL,NULL,NULL,360,588000,3960,595,75.93537415,46,type2,p3,l1,65-74,North,pr,b/c,1
33394,346500,4.25,1.3943,10302.31,360,368000,9660,726,94.1576087,38,type1,p1,l1,45-54,North,pr,nob/c,0
33395,286500,4.99,1.0715,8176.58,360,388000,4800,817,73.84020619,36,type1,p3,l1,45-54,south,pr,nob/c,0
33396,126500,NULL,NULL,NULL,180,218000,4680,754,58.02752294,29,type1,p3,l1,65-74,south,pr,nob/c,1
33397,556500,4.99,0.7564,13367.24,360,698000,21120,674,79.7277937,28,type1,p3,l1,65-74,North,pr,nob/c,0
33398,276500,3.875,0.2555,2263.44,360,398000,5760,699,69.47236181,24,type1,p4,l1,45-54,North,pr,nob/c,0
33399,306500,NULL,NULL,NULL,360,NULL,2580,896,NULL,NULL,type3,p4,l1,>74,central,pr,nob/c,1
33400,196500,3.99,0.6019,5090,360,258000,2460,784,76.1627907,30,type1,p3,l1,55-64,North,pr,nob/c,0
33401,306500,NULL,NULL,NULL,360,NULL,4500,672,NULL,NULL,type1,p3,l1,45-54,south,pr,nob/c,1
33402,226500,4.75,1.4721,0,360,258000,3720,567,87.79069767,44,type1,p1,l1,45-54,North,pr,nob/c,0
33403,406500,4.99,1.3743,175.9,360,588000,6120,639,69.13265306,42,type1,p3,l1,25-34,south,pr,nob/c,0
33404,206500,3.99,0.4204,756.83,360,208000,3360,739,99.27884615,45,type1,p1,l1,25-34,south,pr,nob/c,0
33405,706500,3.5,-0.0805,2075,360,1458000,8700,619,48.45679012,36,type1,p4,l1,25-34,south,pr,nob/c,0
33406,106500,3.875,1.3251,3355,180,218000,1680,575,48.85321101,41,type1,p3,l1,>74,south,pr,nob/c,0
33407,296500,3.99,0.344,6546.43,360,408000,6600,635,72.67156863,37,type1,p4,l1,55-64,North,pr,nob/c,0
33408,246500,3,0.2399,5461.54,360,308000,2580,884,80.03246753,51,type2,p3,l1,65-74,south,pr,b/c,0
33409,456500,4.375,-0.1273,3963.75,360,658000,8640,899,69.3768997,34,type1,p4,l1,45-54,North,pr,nob/c,0
33410,386500,3.75,0.1522,0,360,418000,6480,826,92.46411483,43,type1,p1,l1,25-34,North,pr,nob/c,0
33411,146500,NULL,NULL,NULL,360,298000,3300,853,49.16107383,37,type1,p4,l1,55-64,south,pr,nob/c,1
33412,56500,NULL,NULL,NULL,360,88000,1980,525,64.20454545,52,type2,p1,l1,65-74,North,pr,b/c,1
33413,146500,3.75,0.2056,3850,360,158000,4140,617,92.72151899,20,type3,p3,l1,65-74,south,pr,nob/c,0
33414,526500,4.125,0.4086,1250,360,638000,9240,609,82.52351097,30,type1,p4,l1,25-34,south,pr,nob/c,0
33415,176500,NULL,NULL,NULL,360,NULL,5460,826,NULL,NULL,type3,p3,l1,>74,North,pr,nob/c,1
33416,226500,NULL,NULL,NULL,360,238000,1680,552,95.16806723,6,type2,p1,l1,25-34,North,pr,b/c,1
33417,336500,2.99,0.1922,0,360,358000,NULL,618,93.99441341,NULL,type2,p4,l1,45-54,North,pr,b/c,0
33418,496500,NULL,NULL,NULL,360,NULL,7440,732,NULL,NULL,type1,p1,l1,25-34,North,pr,nob/c,1
33419,266500,3.5,-0.0528,3320.4,360,368000,3480,535,72.41847826,43,type1,p3,l1,35-44,North,pr,nob/c,0
33420,206500,4.75,0.1464,3508.75,360,498000,2940,767,41.46586345,36,type1,p3,l1,55-64,North,pr,nob/c,0
33421,356500,3.99,0.3437,2545,360,898000,12360,797,39.69933185,31,type1,p3,l1,65-74,North,pr,nob/c,0
33422,546500,4.25,0.6684,1151.32,360,688000,11340,771,79.43313953,28,type1,p4,l1,55-64,North,pr,nob/c,0
33423,426500,NULL,NULL,NULL,360,NULL,5040,886,NULL,NULL,type1,p1,l1,55-64,North,pr,nob/c,1
33424,266500,3.125,0.0039,0,360,368000,NULL,679,72.41847826,NULL,type2,p4,l1,65-74,North,pr,b/c,0
33425,136500,3.49,-0.3374,NULL,360,138000,NULL,684,98.91304348,NULL,type3,p4,l1,55-64,North,pr,nob/c,0
33426,566500,NULL,NULL,NULL,360,NULL,6900,518,NULL,NULL,type1,p1,l1,35-44,south,pr,nob/c,1
33427,286500,NULL,NULL,NULL,240,NULL,7980,749,NULL,NULL,type1,p3,l1,45-54,North,pr,nob/c,1
33428,176500,NULL,NULL,NULL,360,NULL,5520,791,NULL,NULL,type1,p3,l1,35-44,south,pr,nob/c,1
33429,216500,NULL,NULL,NULL,360,648000,1980,776,33.41049383,61,type1,p3,l1,45-54,North,pr,nob/c,1
33430,236500,3.875,0.453,732.5,360,258000,7800,624,91.66666667,10,type1,p4,l1,35-44,south,pr,nob/c,0
33431,226500,3.375,0.384,5044.41,240,678000,4140,807,33.40707965,49,type1,p4,l1,35-44,south,pr,nob/c,0
33432,326500,2.99,-0.0415,3053.4,180,558000,6660,551,58.5125448,38,type1,p4,l1,45-54,south,pr,nob/c,0
33433,186500,4.875,0.4877,2051.63,360,238000,4380,860,78.36134454,42,type1,p4,l1,65-74,south,pr,nob/c,0
33434,366500,4.875,0.7406,3522.5,360,468000,9120,641,78.31196581,45,type1,p4,l2,55-64,central,pr,nob/c,0
33435,426500,3.99,0.7933,797.81,360,448000,5520,567,95.20089286,44,type1,p1,l1,45-54,central,pr,nob/c,0
33436,106500,4.99,1.1361,3225,360,198000,5760,852,53.78787879,17,type1,p3,l2,65-74,North,ir,nob/c,0
33437,246500,3.5,0.2805,4531,180,448000,6840,782,55.02232143,45,type1,p1,l1,45-54,south,pr,nob/c,0
33438,476500,NULL,NULL,NULL,360,808000,15960,534,58.97277228,52,type1,p4,l1,45-54,south,ir,nob/c,1
33439,416500,3.625,0.142,9790,360,808000,3600,550,51.5470297,41,type1,p3,l1,>74,south,pr,nob/c,0
33440,756500,NULL,NULL,NULL,360,1178000,12780,755,64.21901528,54,type1,p3,l1,45-54,south,pr,nob/c,1
33441,456500,4.375,0.0757,0,348,488000,6480,719,93.54508197,37,type1,p4,l1,35-44,North,pr,nob/c,0
33442,266500,NULL,NULL,NULL,360,268000,5220,880,99.44029851,44,type2,p1,l1,25-34,central,pr,b/c,1
33443,236500,2.725,-0.3248,3338.75,360,778000,8340,686,30.39845758,25,type1,p4,l1,25-34,North,pr,nob/c,0
33444,376500,NULL,NULL,NULL,360,NULL,29280,635,NULL,NULL,type1,p1,l1,55-64,North,sr,nob/c,1
33445,296500,4.875,0.891,2992.13,360,398000,4560,603,74.49748744,37,type1,p1,l2,25-34,North,pr,nob/c,0
33446,296500,4.625,0.9132,38.22,360,1228000,1740,706,24.14495114,36,type1,p4,l1,>74,North,ir,nob/c,0
33447,206500,4.5,1.0847,5567.47,360,318000,4980,761,64.93710692,36,type1,p4,l1,55-64,south,ir,nob/c,0
33448,186500,NULL,NULL,NULL,360,NULL,3840,560,NULL,NULL,type3,p3,l1,55-64,south,pr,nob/c,1
33449,716500,4.18,-0.1259,999.17,360,1058000,13680,607,67.7221172,42,type1,p1,l1,45-54,North,sr,nob/c,0
33450,456500,3.5,0.2659,932.25,180,628000,13320,765,72.6910828,45,type1,p4,l1,35-44,south,pr,nob/c,0
33451,486500,3.99,0.4892,4262.5,360,958000,12600,867,50.782881,8,type1,p3,l1,35-44,North,pr,nob/c,0
33452,406500,4.375,0.5495,4027,360,548000,9540,850,74.17883212,32,type2,p3,l1,45-54,North,pr,b/c,0
33453,276500,3.25,1.0056,2674,180,358000,10920,585,77.23463687,39,type2,p4,l1,45-54,North,pr,b/c,0
33454,126500,5.5,1.5018,4412.6,360,158000,30000,898,80.06329114,15,type1,p1,l1,45-54,south,ir,nob/c,0
33455,86500,4.625,1.2014,2867.62,360,258000,2640,564,33.52713178,20,type1,p3,l1,55-64,south,pr,nob/c,0
33456,116500,4.625,0.7158,1080,360,108000,3000,515,107.8703704,54,type3,p1,l1,35-44,south,pr,nob/c,0
33457,426500,3.5,-0.0252,3177.84,360,598000,7020,646,71.32107023,36,type1,p4,l1,35-44,North,pr,nob/c,0
33458,166500,3.625,0.7339,3337.67,360,188000,3120,685,88.56382979,52,type2,p4,l1,65-74,south,pr,b/c,0
33459,606500,4.25,0.1929,0,360,698000,7860,619,86.89111748,44,type1,p4,l1,45-54,North,pr,nob/c,0
33460,456500,4.56,0.9276,0,360,1228000,10260,626,37.1742671,49,type1,p2,l1,45-54,south,ir,nob/c,0
33461,1096500,4.5,0.4732,16350,360,1408000,14400,519,77.87642045,42,type1,p4,l1,45-54,North,pr,nob/c,0
33462,446500,3.99,-0.3149,0,360,758000,10680,788,58.90501319,26,type1,p4,l1,45-54,south,pr,nob/c,0
33463,416500,4.125,-0.0117,3782.24,360,518000,10140,654,80.40540541,49,type1,p4,l2,35-44,North,pr,nob/c,0
33464,456500,4.625,0.1669,201.96,360,608000,10860,598,75.08223684,37,type1,p4,l1,35-44,North,pr,nob/c,0
33465,326500,3.875,-0.049,5980.26,300,458000,5400,504,71.28820961,43,type1,p4,l1,35-44,North,pr,nob/c,0
33466,366500,3.99,0.4029,0,360,358000,3900,628,102.3743017,54,type3,p1,l1,45-54,North,pr,nob/c,0
33467,476500,3.99,0.4293,7608.5,360,958000,4920,740,49.73903967,38,type1,p3,l1,55-64,central,pr,nob/c,0
33468,246500,4.125,0.1563,3657,360,488000,6420,839,50.51229508,37,type1,p4,l1,65-74,south,pr,nob/c,0
33469,176500,NULL,NULL,NULL,180,NULL,4680,766,NULL,NULL,type1,p3,l1,45-54,south,pr,nob/c,1
33470,286500,3.875,1.342,0,360,298000,4620,827,96.1409396,49,type2,p1,l1,45-54,North,pr,b/c,0
33471,416500,NULL,NULL,NULL,360,4208000,12720,884,9.897813688,12,type1,p2,l1,35-44,south,pr,nob/c,1
33472,476500,3.5,-0.0632,695,360,568000,14160,676,83.89084507,20,type1,p1,l1,45-54,North,pr,nob/c,0
33473,96500,4.875,0.9067,3380,360,108000,7800,788,89.35185185,33,type1,p1,l1,45-54,North,sr,nob/c,0
33474,676500,3.875,0.3312,9300,360,728000,9240,853,92.92582418,44,type1,p4,l1,25-34,North,pr,nob/c,0
33475,496500,4.375,NULL,0,324,548000,NULL,848,90.60218978,NULL,type2,p1,l1,NULL,south,pr,b/c,1
33476,516500,NULL,NULL,NULL,360,548000,8700,538,94.25182482,44,type3,p3,l1,45-54,North,pr,nob/c,1
33477,246500,4.75,0.1396,3951.25,324,438000,6480,720,56.27853881,46,type1,p1,l1,55-64,North,sr,nob/c,0
33478,186500,3.625,0.1768,3395.63,360,488000,8040,600,38.21721311,8,type3,p3,l1,45-54,south,pr,nob/c,0
33479,286500,4.125,0.7117,2670,360,358000,4140,784,80.02793296,37,type1,p3,l1,55-64,North,pr,nob/c,0
33480,196500,NULL,NULL,NULL,360,308000,2820,553,63.7987013,40,type2,p3,l1,65-74,North,pr,b/c,1
33481,86500,5.25,1.1691,1998,360,108000,2520,581,80.09259259,44,type1,p3,l1,55-64,south,pr,nob/c,0
33482,406500,3.99,0.7051,6957.29,360,498000,8580,863,81.62650602,55,type2,p3,l1,65-74,North,pr,b/c,0
33483,676500,NULL,NULL,NULL,360,1158000,28200,805,58.41968912,61,type1,p4,l1,55-64,North,ir,nob/c,1
33484,146500,3.99,0.3558,2880,360,168000,2700,533,87.20238095,41,type1,p1,l1,65-74,central,pr,nob/c,0
33485,216500,4.99,1.3191,1654.38,360,258000,3180,654,83.91472868,33,type2,p3,l1,35-44,North,pr,b/c,0
33486,556500,4.375,0.2802,0,360,658000,7380,640,84.57446809,42,type1,p1,l1,35-44,south,pr,nob/c,0
33487,816500,4.625,0.4189,0,360,1088000,24720,603,75.04595588,32,type1,p4,l2,55-64,North,pr,nob/c,0
33488,306500,3.75,0.0616,0,360,508000,3720,507,60.33464567,44,type1,p3,l1,55-64,North,pr,nob/c,0
33489,256500,3.5,0.31,5775,180,338000,9600,691,75.88757396,36,type1,p1,l1,45-54,south,pr,nob/c,0
33490,886500,NULL,NULL,NULL,360,NULL,16200,811,NULL,NULL,type1,p1,l1,25-34,North,pr,nob/c,1
33491,406500,3.25,-0.0781,14695,360,808000,3780,890,50.30940594,43,type1,p3,l1,55-64,central,pr,nob/c,0
33492,586500,NULL,NULL,NULL,360,1608000,6060,752,36.4738806,48,type1,p3,l1,55-64,North,pr,nob/c,1
33493,246500,4.5,0.9905,3709,360,778000,13560,635,31.68380463,30,type1,p3,l1,45-54,south,ir,nob/c,0
33494,706500,NULL,NULL,NULL,360,1258000,17880,706,56.16057234,35,type1,p4,l1,45-54,south,pr,nob/c,1
33495,106500,NULL,NULL,NULL,300,NULL,4500,589,NULL,NULL,type2,p3,l1,35-44,south,pr,b/c,1
33496,216500,4.875,0.672,3320,360,318000,6360,727,68.08176101,30,type1,p3,l1,35-44,central,pr,nob/c,0
33497,486500,NULL,NULL,NULL,360,NULL,4560,676,NULL,NULL,type1,p1,l1,25-34,North,pr,nob/c,1
33498,236500,NULL,NULL,NULL,360,488000,3240,605,48.46311475,43,type1,p3,l1,65-74,south,pr,nob/c,1
33499,476500,4.75,0.295,0,360,508000,7740,802,93.7992126,43,type1,p1,l1,35-44,south,pr,nob/c,0
33500,406500,NULL,NULL,NULL,360,558000,7440,592,72.84946237,43,type1,p4,l1,35-44,North,pr,nob/c,1
33501,246500,3.625,0.4626,697.8,240,398000,4620,633,61.93467337,32,type1,p4,l1,35-44,south,pr,nob/c,0
33502,186500,3.125,0.2374,NULL,180,398000,5340,572,46.85929648,46,type1,p4,l1,45-54,south,pr,nob/c,0
33503,156500,3.375,-0.3314,594.75,360,188000,NULL,823,83.24468085,NULL,type3,p4,l1,55-64,south,pr,nob/c,0
33504,336500,3.75,0.4992,9999.99,360,418000,7860,816,80.50239234,38,type1,p3,l1,65-74,south,pr,nob/c,0
33505,1316500,4.25,0.042,0,360,2558000,87720,832,51.46598905,31,type1,p4,l1,45-54,North,pr,nob/c,0
33506,546500,3.99,0.3209,4370.2,360,628000,5520,836,87.02229299,49,type1,p1,l1,25-34,south,pr,nob/c,0
33507,446500,NULL,NULL,NULL,360,558000,8940,725,80.01792115,59,type1,p1,l1,35-44,North,ir,nob/c,1
33508,246500,4.75,1.1418,6949.66,360,288000,3180,884,85.59027778,44,type2,p2,l1,55-64,North,pr,b/c,0
33509,406500,3.99,0.3184,3750,360,588000,9240,618,69.13265306,33,type1,p3,l1,35-44,south,pr,nob/c,0
33510,196500,4.75,1.4595,4604,360,288000,4080,698,68.22916667,35,type1,p3,l1,35-44,south,pr,nob/c,0
33511,306500,2.875,-0.3173,795,360,1148000,5640,888,26.69860627,43,type1,p4,l1,55-64,south,pr,nob/c,0
33512,136500,4.25,0.8159,2937.5,180,148000,5820,761,92.22972973,45,type1,p4,l1,35-44,central,pr,nob/c,0
33513,126500,4.99,1.817,1964.76,360,128000,5940,776,98.828125,31,type2,p1,l1,35-44,North,pr,b/c,0
33514,306500,3.875,0.5846,1971,360,328000,5820,795,93.44512195,38,type1,p4,l1,25-34,North,pr,nob/c,0
33515,496500,3.99,0.5073,15561.75,360,778000,7740,555,63.81748072,36,type1,p3,l1,65-74,North,pr,nob/c,0
33516,236500,4.5,0.7399,2862.25,360,298000,11220,800,79.36241611,31,type1,p1,l1,55-64,North,sr,nob/c,0
33517,326500,NULL,NULL,NULL,180,NULL,6540,878,NULL,NULL,type1,p3,l1,45-54,south,pr,nob/c,1
33518,176500,NULL,NULL,NULL,360,288000,1440,861,61.28472222,40,type1,p3,l1,25-34,south,ir,nob/c,1
33519,96500,3.5,-0.0513,3147.35,360,158000,1620,649,61.07594937,41,type1,p1,l1,65-74,south,pr,nob/c,0
33520,376500,NULL,NULL,NULL,360,NULL,10680,507,NULL,NULL,type1,p1,l1,35-44,south,sr,nob/c,1
33521,526500,4.99,0.524,5430,360,618000,18180,739,85.19417476,31,type1,p4,l1,35-44,North,pr,nob/c,0
33522,186500,4.25,0.3469,5896.09,360,208000,3420,741,89.66346154,48,type1,p4,l1,65-74,south,pr,nob/c,0
33523,326500,4.56,0.6515,5150,360,408000,11520,677,80.0245098,21,type1,p3,l1,45-54,south,pr,nob/c,0
33524,286500,3.875,0.3233,6523.44,324,378000,4740,539,75.79365079,38,type1,p4,l1,45-54,south,pr,nob/c,0
33525,606500,4.125,-0.1872,1139,360,808000,7560,736,75.06188119,43,type1,p4,l1,35-44,central,pr,nob/c,0
33526,636500,NULL,NULL,NULL,360,NULL,16080,613,NULL,NULL,type1,p3,l1,35-44,North,pr,nob/c,1
33527,466500,3.625,0.0429,0,360,1658000,3780,863,28.13630881,49,type1,p3,l1,>74,south,pr,nob/c,0
33528,666500,3.5,-0.2911,1250,360,1208000,12240,896,55.17384106,36,type1,p4,l1,35-44,south,pr,nob/c,0
33529,376500,NULL,NULL,NULL,360,478000,21300,560,78.76569038,24,type1,p3,l1,45-54,North,pr,nob/c,1
33530,126500,4.5,0.39,0,360,208000,2040,659,60.81730769,41,type1,p1,l1,65-74,North,pr,nob/c,0
33531,326500,NULL,NULL,NULL,360,368000,NULL,612,88.72282609,NULL,type3,p4,l1,45-54,south,pr,nob/c,1
33532,106500,NULL,NULL,NULL,180,158000,2580,603,67.40506329,42,type1,p3,l1,55-64,North,pr,nob/c,1
33533,306500,4.99,0.5821,2310,360,478000,14820,683,64.12133891,35,type1,p4,l1,45-54,North,ir,nob/c,0
33534,546500,3.375,-0.343,0,360,578000,NULL,822,94.55017301,NULL,type3,p4,l1,65-74,south,pr,nob/c,0
33535,706500,NULL,NULL,NULL,360,818000,6780,815,86.36919315,59,type1,p1,l1,25-34,North,pr,nob/c,1
33536,256500,3.25,-0.1131,1869,120,978000,7920,793,26.22699387,41,type1,p3,l1,55-64,North,pr,nob/c,0
33537,226500,NULL,NULL,NULL,360,NULL,3060,844,NULL,NULL,type2,p3,l1,45-54,south,pr,b/c,1
33538,406500,NULL,NULL,NULL,360,NULL,32400,622,NULL,NULL,type1,p1,l1,45-54,south,sr,nob/c,1
33539,216500,4.875,1.4516,4484,360,308000,5400,577,70.29220779,41,type1,p3,l1,45-54,North,pr,nob/c,0
33540,406500,4.5,0.5551,5706.25,360,548000,6360,697,74.17883212,30,type1,p3,l1,55-64,south,pr,nob/c,0
33541,176500,3.5,-0.2659,2604,360,248000,14940,598,71.16935484,9,type1,p1,l1,45-54,south,sr,nob/c,0
